item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000939,Battery_Pack,36.7,33.3,18.9,11.55,13,N/A,451,Power_Bay
000940,Cooling_System,45.4,49.2,19.6,21.89,71,N/A,3737,Engineering_Bay
000941,Asteroid_Sample_Container,22.0,23.2,15.3,1.5,57,N/A,4707,Lab
000942,Battery_Pack,47.5,40.4,37.0,35.5,93,N/A,281,Power_Bay
000943,3D_Printer,43.8,13.1,13.4,3.84,52,N/A,1784,Engineering_Bay
000944,Handheld_Spectrometer,45.4,22.8,13.0,6.73,15,N/A,577,Lab
000945,CO2_Scrubber,33.3,18.7,21.4,6.66,48,N/A,330,Engineering_Bay
000946,Solar_Panel,48.4,70.0,4.7,8.7,69,N/A,398,External_Storage
000947,Water_Bottle,46.9,29.0,33.1,22.51,14,N/A,2868,Crew_Quarters
000948,Battery_Pack,24.8,24.6,22.4,6.83,5,N/A,527,External_Storage
000949,Research_Samples,17.6,19.6,21.6,9.3,1,N/A,3071,Lab
000950,Food_Packet,14.8,25.4,14.2,2.4,6,2026-07-10,55,Storage_Bay
000951,Lab_Microscope,25.9,17.3,28.1,6.3,91,N/A,3905,Lab
000952,Solar_Panel,42.5,98.2,1.0,5.2,35,N/A,3358,External_Storage
000953,Helmet_Visor,35.0,27.1,17.0,8.06,4,N/A,2364,Storage_Bay
000954,Fire_Extinguisher,10.9,31.5,38.7,6.64,53,N/A,4602,Crew_Quarters
000955,Asteroid_Sample_Container,21.3,26.5,21.4,8.3,72,N/A,1718,Lab
000956,First_Aid_Kit,10.3,23.6,20.8,7.8,4,N/A,73,Crew_Quarters
000957,Waste_Management_Kit,24.2,27.8,24.8,1.5,93,N/A,64,Sanitation_Bay
000958,Handheld_Spectrometer,49.8,48.0,33.7,40.28,7,N/A,389,Engineering_Bay
000959,Antibiotic_Supply,36.1,46.7,10.9,9.19,88,2025-09-05,2223,Medical_Bay
000960,Battery_Pack,18.8,13.0,33.4,4.08,40,N/A,719,External_Storage
000961,Waste_Management_Kit,21.5,16.6,11.4,2.4,84,N/A,22,Engineering_Bay
000962,Vacuum_Sealed_Tools,11.3,44.0,37.9,9.42,55,N/A,4204,Storage_Bay
000963,Food_Packet,29.7,17.6,16.6,8.2,94,2025-07-03,65,Storage_Bay
000964,Laptop,28.8,39.9,45.2,25.97,70,N/A,2342,Crew_Quarters
000965,Food_Packet,11.8,11.1,21.3,1.6,95,2026-12-29,41,Crew_Quarters
000966,Waste_Management_Kit,17.9,22.1,24.3,3.4,97,N/A,50,Engineering_Bay
000967,Laptop,16.1,37.4,25.6,7.71,21,N/A,4688,Crew_Quarters
000968,Fire_Extinguisher,49.1,48.3,47.0,55.73,2,N/A,4740,Engineering_Bay
000969,Thruster_Fuel,38.7,26.0,36.1,18.16,25,N/A,4174,Engine_Bay
000970,Water_Bottle,15.9,25.7,33.4,6.82,82,N/A,4526,Crew_Quarters
000971,Gyroscope_Module,12.2,31.8,25.9,5.02,60,N/A,3621,Cockpit
000972,Protein_Bars,27.6,48.4,38.3,25.58,57,N/A,3477,Storage_Bay
000973,Water_Purification_Unit,30.0,47.7,36.9,26.4,77,N/A,2072,Life_Support
000974,EV_Suit_Battery,43.8,28.1,39.3,24.18,16,N/A,676,Storage_Bay
000975,Fire_Extinguisher,10.9,12.5,37.7,2.57,21,N/A,4507,Engineering_Bay
000976,Vacuum_Sealed_Tools,30.6,18.8,22.4,6.44,20,N/A,3411,Maintenance_Bay
000977,Thruster_Fuel,21.6,27.3,11.8,3.48,68,N/A,1550,Engine_Bay
000978,Antibiotic_Supply,10.6,24.9,30.8,4.06,42,2027-01-10,4288,Medical_Bay
000979,Tether_Reel,46.5,10.3,22.9,5.48,75,N/A,4483,External_Storage
000980,Pressure_Regulator,25.1,49.7,48.5,30.25,53,N/A,1181,Airlock
000981,Water_Bottle,20.9,45.5,36.3,17.26,18,N/A,3193,Storage_Bay
000982,Gyroscope_Module,17.3,28.1,21.2,5.15,31,N/A,4690,Cockpit
000983,Lab_Microscope,39.4,20.7,10.2,4.16,31,N/A,549,Lab
000984,LED_Work_Light,12.2,22.5,38.7,5.31,94,N/A,4108,Maintenance_Bay
000985,Communication_Device,42.4,21.3,22.6,10.21,81,N/A,2681,Crew_Quarters
000986,3D_Printer,22.4,39.6,10.1,4.48,88,N/A,774,Lab
000987,Research_Samples,23.7,21.6,13.5,8.2,23,N/A,3569,Lab
000988,Thruster_Fuel,29.9,12.2,26.9,4.91,94,N/A,2287,Storage_Bay
000989,Microgravity_Lab_Kit,10.8,19.2,20.7,9.4,25,N/A,19,Crew_Quarters
000990,Communication_Device,16.6,15.2,24.5,3.09,74,N/A,2087,Crew_Quarters
000991,Fire_Extinguisher,43.7,33.7,27.1,19.95,29,N/A,504,Crew_Quarters
000992,Tool_Kit,26.2,17.2,25.7,8.0,68,N/A,12,Maintenance_Bay
000993,Medical_Scanner,43.2,40.8,10.5,9.25,24,2026-01-06,68,Medical_Bay
000994,Cooling_System,43.9,31.1,12.2,8.33,16,N/A,948,Power_Bay
000995,Medical_Scanner,15.7,33.7,17.9,4.74,24,2025-12-22,46,Medical_Bay
000996,Oxygen_Cylinder,17.9,24.9,40.8,24.6,76,N/A,1432,Crew_Quarters
000997,Pressure_Regulator,19.0,43.2,27.0,11.08,47,N/A,2083,Airlock
000998,First_Aid_Kit,18.6,26.6,10.2,2.4,57,N/A,87,Crew_Quarters
000999,Research_Samples,26.5,10.9,13.8,8.7,77,N/A,3388,Lab
001000,Pressure_Regulator,45.8,31.3,16.9,12.11,12,N/A,4904,Engineering_Bay
001001,Emergency_Oxygen_Mask,12.8,25.0,47.8,7.65,85,N/A,1887,Medical_Bay
001002,First_Aid_Kit,27.2,28.1,24.8,5.4,45,N/A,80,Medical_Bay
001003,Fire_Extinguisher,36.2,43.9,11.6,9.22,100,N/A,1315,Crew_Quarters
001004,Gyroscope_Module,45.7,32.2,29.4,21.63,13,N/A,4679,Cockpit
001005,Asteroid_Sample_Container,10.7,22.2,19.0,1.3,59,N/A,3700,Lab
001006,Protein_Bars,49.7,40.8,29.8,30.21,56,N/A,492,Crew_Quarters
001007,Helmet_Visor,28.4,31.1,17.7,7.82,12,N/A,2447,Crew_Quarters
001008,Oxygen_Cylinder,16.4,19.6,88.1,20.0,61,N/A,449,Crew_Quarters
001009,Thruster_Fuel,30.8,23.9,13.0,4.78,28,N/A,4915,Engine_Bay
001010,Thruster_Fuel,10.7,43.9,20.6,4.84,7,N/A,404,Storage_Bay
001011,3D_Printer,40.2,38.2,12.0,9.21,3,N/A,1289,Engineering_Bay
001012,Battery_Pack,28.6,19.6,31.9,8.94,13,N/A,447,External_Storage
001013,Pressure_Regulator,48.4,13.7,48.6,16.11,78,N/A,2266,Airlock
001014,Water_Bottle,13.2,16.8,12.5,1.39,76,N/A,520,Crew_Quarters
001015,CO2_Scrubber,32.1,19.6,19.0,5.98,68,N/A,313,Engineering_Bay
001016,Handheld_Spectrometer,21.3,28.2,22.3,6.7,54,N/A,595,Engineering_Bay
001017,Cooling_System,48.5,16.2,26.4,10.37,20,N/A,3841,Power_Bay
001018,Seed_Packets,26.3,17.6,26.8,8.4,57,N/A,13,Greenhouse
001019,Emergency_Oxygen_Mask,24.6,21.4,39.9,10.5,37,N/A,268,Crew_Quarters
001020,Waste_Management_Kit,22.2,15.8,11.1,6.1,64,N/A,72,Sanitation_Bay
001021,Communication_Device,39.1,43.9,15.3,13.13,26,N/A,2103,Command_Center
001022,Oxygen_Cylinder,18.8,27.6,83.5,26.6,8,N/A,2306,Crew_Quarters
001023,Lab_Microscope,38.2,14.2,22.9,6.21,78,N/A,1749,Lab
001024,Seed_Packets,11.3,24.5,17.0,5.4,73,N/A,51,Greenhouse
001025,Asteroid_Sample_Container,27.0,27.7,27.1,4.9,61,N/A,1278,Lab
001026,Protein_Bars,32.8,40.4,43.1,28.56,40,N/A,218,Storage_Bay
001027,Solar_Panel,91.5,64.5,2.4,11.2,49,N/A,1228,External_Storage
001028,Tool_Kit,16.8,20.1,29.4,9.8,95,N/A,20,Storage_Bay
001029,Waste_Management_Kit,14.9,22.9,28.6,8.1,74,N/A,92,Engineering_Bay
001030,Cooling_System,22.8,21.7,37.4,9.25,35,N/A,1508,Power_Bay
001031,Antibiotic_Supply,49.8,22.2,41.0,22.66,26,2025-09-20,2100,Lab
001032,Protein_Bars,48.3,26.9,14.8,9.61,92,N/A,1596,Crew_Quarters
001033,Water_Purification_Unit,15.0,37.0,49.0,13.6,18,N/A,3559,Life_Support
001034,Battery_Pack,34.5,39.2,19.3,13.05,71,N/A,344,Power_Bay
001035,Laptop,20.7,14.6,12.4,1.87,95,N/A,2909,Command_Center
001036,Vacuum_Sealed_Tools,19.7,37.7,39.0,14.48,81,N/A,4717,Storage_Bay
001037,Helmet_Visor,20.2,49.9,47.6,23.99,74,N/A,256,Storage_Bay
001038,Oxygen_Cylinder,17.5,15.0,65.7,21.2,63,N/A,1691,Medical_Bay
001039,Space_Suit,15.3,41.9,42.8,13.72,61,N/A,4900,Storage_Bay
001040,Emergency_Beacon,47.3,40.1,44.5,42.2,51,N/A,2795,Cockpit
001041,LED_Work_Light,47.8,19.9,42.9,20.4,91,N/A,995,Maintenance_Bay
001042,Navigation_Module,31.9,49.9,32.0,25.47,71,N/A,1038,Command_Center
001043,Vacuum_Sealed_Tools,37.0,27.4,37.7,19.11,72,N/A,3429,Maintenance_Bay
001044,First_Aid_Kit,26.4,11.7,13.3,5.1,69,N/A,50,Medical_Bay
001045,Pressure_Regulator,49.9,17.3,15.7,6.78,67,N/A,4510,Airlock
001046,Food_Packet,24.0,25.2,17.0,8.4,72,2025-10-30,96,Crew_Quarters
001047,Emergency_Oxygen_Mask,11.6,43.2,26.8,6.72,32,N/A,3877,Crew_Quarters
001048,Oxygen_Cylinder,17.2,21.0,66.8,12.3,25,N/A,2220,Crew_Quarters
001049,EV_Suit_Battery,46.6,23.3,16.5,8.96,70,N/A,112,Airlock
001050,3D_Printer,12.1,42.2,17.8,4.54,85,N/A,895,Engineering_Bay
001051,Space_Suit,40.0,48.1,25.9,24.92,44,N/A,321,Storage_Bay
001052,Cooling_System,36.3,26.6,34.5,16.66,93,N/A,3522,Power_Bay
001053,Vacuum_Sealed_Tools,43.6,18.0,16.9,6.63,78,N/A,2392,Storage_Bay
001054,Space_Suit,36.5,27.6,11.6,5.84,21,N/A,4926,Airlock
001055,Vacuum_Sealed_Tools,35.2,38.3,11.9,8.02,57,N/A,4814,Maintenance_Bay
001056,Research_Samples,28.1,27.7,16.0,3.9,97,N/A,527,Storage_Bay
001057,Space_Suit,34.5,23.3,15.1,6.07,84,N/A,2283,Airlock
001058,First_Aid_Kit,17.0,13.0,20.7,1.3,25,N/A,56,Medical_Bay
001059,Fire_Extinguisher,41.9,36.7,29.2,22.45,48,N/A,3172,Crew_Quarters
001060,Radiation_Shield,32.8,37.3,25.1,15.35,46,N/A,3443,Storage_Bay
001061,Communication_Device,38.7,31.3,30.1,18.23,69,N/A,1208,Crew_Quarters
001062,Emergency_Beacon,28.7,28.0,36.1,14.5,19,N/A,1590,Cockpit
001063,CO2_Scrubber,26.8,16.7,14.9,3.33,56,N/A,861,Life_Support
001064,Navigation_Module,28.6,38.6,28.5,15.73,84,N/A,2372,Cockpit
001065,Solar_Panel,77.9,87.8,2.0,6.4,58,N/A,1566,Power_Bay
001066,Thruster_Fuel,48.8,22.3,34.2,18.61,38,N/A,2727,Engine_Bay
001067,Emergency_Oxygen_Mask,45.3,13.8,37.8,11.82,50,N/A,4349,Medical_Bay
001068,Food_Packet,25.2,10.1,14.8,2.6,48,2025-12-04,66,Crew_Quarters
001069,Scientific_Sensor,17.2,31.9,15.6,4.28,86,N/A,1265,Cockpit
001070,Scientific_Sensor,20.7,12.7,33.3,4.38,57,N/A,1726,Lab
001071,Water_Bottle,36.1,43.9,23.3,18.46,88,N/A,3260,Storage_Bay
001072,LED_Work_Light,21.9,34.9,43.8,16.74,93,N/A,2836,Maintenance_Bay
001073,Research_Samples,14.9,18.0,12.8,1.7,51,N/A,3695,Storage_Bay
001074,Space_Suit,39.9,42.4,11.3,9.56,27,N/A,2585,Airlock
001075,Asteroid_Sample_Container,22.1,21.7,12.4,1.7,15,N/A,4478,Storage_Bay
001076,Battery_Pack,27.2,37.4,37.2,18.92,23,N/A,931,External_Storage
001077,Tool_Kit,23.7,20.1,24.1,9.8,36,N/A,35,Maintenance_Bay
001078,Solar_Panel,88.8,54.1,1.3,7.6,97,N/A,283,External_Storage
001079,First_Aid_Kit,27.1,11.7,20.1,9.1,7,N/A,75,Medical_Bay
001080,Water_Purification_Unit,33.1,17.0,19.0,5.35,77,N/A,4664,Life_Support
001081,Tool_Kit,22.9,29.1,16.6,3.0,76,N/A,71,Storage_Bay
001082,Food_Packet,13.5,23.2,11.1,3.0,96,2026-08-05,94,Storage_Bay
001083,Radiation_Shield,14.8,10.5,33.8,2.63,91,N/A,1340,Storage_Bay
001084,Protein_Bars,38.5,22.0,31.0,13.13,41,N/A,1845,Storage_Bay
001085,Tool_Kit,29.3,25.0,21.8,7.5,52,N/A,61,Storage_Bay
001086,Thruster_Fuel,44.2,19.4,41.0,17.58,10,N/A,2789,Engine_Bay
001087,Handheld_Spectrometer,11.3,36.6,13.9,2.87,4,N/A,3159,Lab
001088,Space_Suit,30.5,44.2,19.2,12.94,25,N/A,3549,Airlock
001089,Radiation_Shield,11.0,16.4,23.9,2.16,5,N/A,4785,Storage_Bay
001090,Asteroid_Sample_Container,11.8,17.6,15.3,5.8,15,N/A,980,Storage_Bay
001091,Thruster_Fuel,41.8,46.1,20.1,19.37,38,N/A,2135,Engine_Bay
001092,Pressure_Regulator,23.2,17.2,26.9,5.37,67,N/A,700,Airlock
001093,Emergency_Oxygen_Mask,45.1,49.9,37.7,42.42,82,N/A,3715,Medical_Bay
001094,Medical_Scanner,22.9,29.0,44.0,14.61,47,2027-02-02,8,Lab
001095,Handheld_Spectrometer,36.6,44.0,20.7,16.67,45,N/A,2111,Lab
001096,Communication_Device,22.7,47.9,15.0,8.15,3,N/A,1393,Crew_Quarters
001097,First_Aid_Kit,13.1,27.1,20.4,9.4,56,N/A,54,Crew_Quarters
001098,Antibiotic_Supply,35.5,14.6,12.2,3.16,58,2026-11-11,4939,Lab
001099,Oxygen_Cylinder,15.6,24.1,81.5,26.7,53,N/A,4518,Crew_Quarters
001100,Water_Purification_Unit,12.3,46.3,29.2,8.31,62,N/A,572,Crew_Quarters
001101,Oxygen_Cylinder,22.0,29.5,56.8,17.5,95,N/A,1955,Airlock
001102,Thruster_Fuel,34.2,45.9,19.3,15.15,24,N/A,1996,Storage_Bay
001103,Water_Purification_Unit,40.9,25.0,41.7,21.32,33,N/A,3583,Life_Support
001104,Vacuum_Sealed_Tools,28.1,34.7,42.3,20.62,97,N/A,1541,Maintenance_Bay
001105,Gyroscope_Module,30.7,38.6,28.3,16.77,5,N/A,598,Cockpit
001106,Lab_Microscope,49.1,32.9,22.7,18.33,20,N/A,1950,Lab
001107,Vacuum_Sealed_Tools,18.5,39.9,18.1,6.68,68,N/A,3905,Storage_Bay
001108,Battery_Pack,17.2,22.1,16.9,3.21,89,N/A,324,External_Storage
001109,Asteroid_Sample_Container,25.5,29.5,10.3,5.9,49,N/A,2077,Storage_Bay
001110,Pressure_Regulator,13.2,12.5,49.4,4.08,44,N/A,2732,Airlock
001111,Fire_Extinguisher,13.0,49.6,38.4,12.38,5,N/A,1600,Crew_Quarters
001112,Space_Suit,39.2,45.1,20.1,17.77,51,N/A,1822,Airlock
001113,Tool_Kit,25.5,28.2,22.7,1.7,86,N/A,51,Storage_Bay
001114,Space_Suit,12.1,48.9,46.8,13.85,67,N/A,3463,Airlock
001115,Battery_Pack,21.6,48.0,11.0,5.7,54,N/A,265,Power_Bay
001116,Space_Suit,24.7,32.3,23.5,9.37,98,N/A,3056,Storage_Bay
001117,Navigation_Module,17.0,15.7,11.4,1.52,37,N/A,936,Cockpit
001118,Water_Purification_Unit,18.3,25.3,27.2,6.3,87,N/A,984,Life_Support
001119,Communication_Device,29.8,18.1,20.9,5.64,81,N/A,87,Crew_Quarters
001120,Helmet_Visor,11.6,44.3,46.2,11.87,8,N/A,2809,Crew_Quarters
001121,Laptop,14.7,46.1,45.8,15.52,8,N/A,3506,Crew_Quarters
001122,Battery_Pack,50.0,27.2,17.6,11.97,86,N/A,753,Power_Bay
001123,Fire_Extinguisher,37.8,11.2,38.2,8.09,48,N/A,1698,Crew_Quarters
001124,Medical_Scanner,10.1,12.6,31.5,2.0,12,2025-11-01,69,Lab
001125,Asteroid_Sample_Container,20.8,28.4,11.5,4.7,24,N/A,3104,Storage_Bay
001126,LED_Work_Light,42.6,23.4,21.5,10.72,97,N/A,4066,Maintenance_Bay
001127,Scientific_Sensor,28.5,23.3,35.6,11.82,26,N/A,1585,Lab
001128,Handheld_Spectrometer,23.5,18.5,23.7,5.15,25,N/A,4359,Engineering_Bay
001129,Asteroid_Sample_Container,23.0,24.4,12.4,1.9,100,N/A,1511,Storage_Bay
001130,Lab_Microscope,34.7,30.7,31.1,16.57,69,N/A,879,Lab
001131,Water_Purification_Unit,26.5,21.2,34.6,9.72,84,N/A,1413,Crew_Quarters
001132,Medical_Scanner,38.9,35.4,34.1,23.48,60,2025-06-30,82,Lab
001133,Protein_Bars,29.2,44.5,46.5,30.21,23,N/A,65,Crew_Quarters
001134,Food_Packet,28.6,18.3,26.6,2.0,7,2025-10-11,49,Storage_Bay
001135,Laptop,38.8,38.2,42.9,31.79,61,N/A,1219,Crew_Quarters
001136,Handheld_Spectrometer,44.1,31.0,21.7,14.83,86,N/A,4255,Lab
001137,Antibiotic_Supply,41.0,28.5,25.5,14.9,74,2026-10-11,4632,Medical_Bay
001138,Circuit_Board,29.1,23.2,32.1,10.84,13,N/A,1106,Storage_Bay
001139,Emergency_Oxygen_Mask,49.0,20.6,33.2,16.76,92,N/A,4682,Crew_Quarters
001140,Medical_Scanner,25.3,14.8,18.3,3.43,70,2026-12-15,31,Medical_Bay
001141,Handheld_Spectrometer,25.6,26.1,38.4,12.83,17,N/A,4780,Engineering_Bay
001142,Helmet_Visor,30.0,20.3,21.6,6.58,17,N/A,972,Crew_Quarters
001143,Vacuum_Sealed_Tools,38.6,26.9,18.0,9.35,37,N/A,1985,Maintenance_Bay
001144,Antibiotic_Supply,39.1,13.9,25.6,6.96,20,2025-10-25,2366,Medical_Bay
001145,Scientific_Sensor,24.7,22.0,20.2,5.49,44,N/A,4024,Cockpit
001146,Solar_Panel,42.6,72.3,2.3,12.0,94,N/A,4779,External_Storage
001147,Navigation_Module,20.8,48.8,36.1,18.32,66,N/A,4043,Command_Center
001148,Oxygen_Cylinder,23.5,26.3,95.0,32.8,91,N/A,4124,Crew_Quarters
001149,Research_Samples,23.1,14.6,25.3,6.7,79,N/A,3742,Storage_Bay
001150,Circuit_Board,24.8,17.5,36.0,7.81,25,N/A,4248,Storage_Bay
001151,Water_Purification_Unit,28.5,29.6,37.4,15.78,89,N/A,4650,Life_Support
001152,Tether_Reel,28.0,19.6,48.0,13.17,78,N/A,3417,Airlock
001153,Tool_Kit,21.6,23.2,14.8,7.7,65,N/A,25,Storage_Bay
001154,Medical_Scanner,14.7,49.8,48.6,17.79,40,2026-08-20,90,Medical_Bay
001155,Antibiotic_Supply,20.5,11.9,18.9,2.31,16,2026-04-27,2202,Lab
001156,Oxygen_Cylinder,30.0,15.6,73.6,46.9,96,N/A,3664,Airlock
001157,Protein_Bars,45.1,42.7,41.1,39.57,77,N/A,2799,Storage_Bay
001158,Battery_Pack,20.3,11.3,46.4,5.32,89,N/A,746,External_Storage
001159,Vacuum_Sealed_Tools,29.4,33.1,10.5,5.11,13,N/A,3391,Maintenance_Bay
001160,Tool_Kit,18.7,25.4,11.9,7.8,45,N/A,47,Storage_Bay
001161,Waste_Management_Kit,23.4,23.1,21.7,4.0,16,N/A,16,Engineering_Bay
001162,Circuit_Board,47.5,15.5,48.1,17.71,75,N/A,800,Engineering_Bay
001163,Protein_Bars,46.4,10.6,40.4,9.94,75,N/A,1045,Crew_Quarters
001164,Tool_Kit,15.9,26.5,22.9,9.3,71,N/A,79,Storage_Bay
001165,Pressure_Regulator,28.0,20.9,16.9,4.94,13,N/A,676,Engineering_Bay
001166,Pressure_Regulator,21.4,40.3,23.2,10.0,80,N/A,2117,Engineering_Bay
001167,Vacuum_Sealed_Tools,35.6,44.2,21.7,17.07,68,N/A,4748,Storage_Bay
001168,Water_Bottle,48.3,24.1,25.9,15.07,84,N/A,507,Storage_Bay
001169,Medical_Scanner,33.7,38.8,14.6,9.55,54,2026-10-11,42,Medical_Bay
001170,Microgravity_Lab_Kit,25.9,13.7,22.9,2.7,52,N/A,78,Lab
001171,Emergency_Oxygen_Mask,34.2,36.3,11.1,6.89,1,N/A,3854,Crew_Quarters
001172,Space_Suit,39.4,14.0,33.0,9.1,14,N/A,2109,Airlock
001173,Microgravity_Lab_Kit,10.8,22.1,12.4,3.9,42,N/A,91,Lab
001174,Scientific_Sensor,23.2,47.3,33.1,18.16,67,N/A,2536,Lab
001175,Handheld_Spectrometer,16.5,30.9,40.1,10.22,99,N/A,2921,Lab
001176,Battery_Pack,19.9,12.3,12.7,1.55,42,N/A,741,External_Storage
001177,Fire_Extinguisher,11.1,24.6,45.1,6.16,61,N/A,4892,Crew_Quarters
001178,Circuit_Board,40.4,12.9,25.3,6.59,64,N/A,1229,Storage_Bay
001179,Laptop,28.7,46.5,43.6,29.09,36,N/A,104,Command_Center
001180,3D_Printer,39.1,31.3,23.6,14.44,66,N/A,3652,Lab
001181,Tether_Reel,18.6,33.9,34.3,10.81,75,N/A,4760,Airlock
001182,Oxygen_Cylinder,28.1,16.5,43.4,39.4,38,N/A,1155,Medical_Bay
001183,Vacuum_Sealed_Tools,30.9,44.5,40.5,27.84,96,N/A,1517,Storage_Bay
001184,Emergency_Beacon,17.5,17.9,14.3,2.24,17,N/A,1432,Cockpit
001185,Research_Samples,11.1,20.4,18.0,2.1,41,N/A,3536,Storage_Bay
001186,Solar_Panel,70.7,76.3,1.5,19.5,39,N/A,2680,External_Storage
001187,Water_Bottle,38.0,12.6,42.0,10.05,41,N/A,1908,Storage_Bay
001188,Gyroscope_Module,45.7,40.8,36.1,33.66,3,N/A,2468,Engineering_Bay
001189,Thruster_Fuel,15.0,12.5,24.6,2.31,55,N/A,2562,Engine_Bay
001190,Communication_Device,40.8,11.6,33.0,7.81,21,N/A,3024,Command_Center
001191,Asteroid_Sample_Container,24.0,23.1,11.9,9.0,23,N/A,3503,Storage_Bay
001192,Asteroid_Sample_Container,23.7,27.5,18.4,2.7,21,N/A,2297,Lab
001193,Asteroid_Sample_Container,12.6,14.2,18.4,3.6,21,N/A,4085,Lab
001194,Gyroscope_Module,18.1,38.7,23.5,8.23,1,N/A,3477,Engineering_Bay
001195,Space_Suit,24.7,21.3,30.9,8.13,20,N/A,2707,Storage_Bay
001196,Communication_Device,39.6,44.5,20.3,17.89,52,N/A,2814,Crew_Quarters
001197,Microgravity_Lab_Kit,24.5,20.9,21.5,5.4,68,N/A,26,Lab
001198,Gyroscope_Module,34.0,13.9,32.7,7.73,65,N/A,3436,Engineering_Bay
001199,Navigation_Module,32.0,16.1,40.6,10.46,36,N/A,8,Command_Center
001200,Navigation_Module,37.9,48.5,17.5,16.08,32,N/A,1971,Cockpit
001201,EV_Suit_Battery,40.0,26.8,13.8,7.4,32,N/A,733,Airlock
001202,EV_Suit_Battery,46.2,16.7,32.8,12.65,1,N/A,960,Airlock
001203,Research_Samples,19.1,27.8,22.3,2.9,24,N/A,4615,Lab
001204,Research_Samples,21.5,23.2,18.9,6.1,70,N/A,218,Storage_Bay
001205,Pressure_Regulator,38.9,29.0,16.3,9.19,67,N/A,4344,Engineering_Bay
001206,Waste_Management_Kit,29.1,23.1,10.9,3.6,44,N/A,71,Sanitation_Bay
001207,Pressure_Regulator,20.1,28.6,25.5,7.33,74,N/A,478,Engineering_Bay
001208,EV_Suit_Battery,31.4,49.5,36.9,28.68,18,N/A,987,Storage_Bay
001209,Oxygen_Cylinder,17.6,26.6,72.3,36.9,86,N/A,3075,Crew_Quarters
001210,CO2_Scrubber,10.9,14.1,35.4,2.72,69,N/A,145,Life_Support
001211,Circuit_Board,41.1,42.6,14.0,12.26,45,N/A,4830,Storage_Bay
001212,Emergency_Beacon,40.1,20.9,13.3,5.57,96,N/A,2057,Command_Center
001213,3D_Printer,37.9,31.7,27.5,16.52,91,N/A,159,Lab
001214,Pressure_Regulator,25.7,46.2,45.1,26.77,21,N/A,1553,Airlock
001215,Vacuum_Sealed_Tools,35.9,34.4,15.5,9.57,57,N/A,3496,Maintenance_Bay
001216,Laptop,26.8,11.9,18.4,2.93,54,N/A,4830,Command_Center
001217,Tether_Reel,14.2,46.5,44.7,14.76,76,N/A,2202,External_Storage
001218,Circuit_Board,30.0,13.2,21.4,4.24,80,N/A,3647,Storage_Bay
001219,CO2_Scrubber,44.9,17.7,46.2,18.36,32,N/A,905,Engineering_Bay
001220,Research_Samples,18.6,19.1,26.5,9.6,98,N/A,3938,Lab
001221,Circuit_Board,36.8,24.8,16.2,7.39,45,N/A,3224,Engineering_Bay
001222,Waste_Management_Kit,16.9,16.9,23.1,1.5,67,N/A,13,Sanitation_Bay
001223,Laptop,42.5,22.8,38.8,18.8,8,N/A,3878,Crew_Quarters
001224,Microgravity_Lab_Kit,20.8,25.7,28.6,4.7,38,N/A,72,Crew_Quarters
001225,Navigation_Module,10.5,30.8,29.6,4.79,68,N/A,1414,Cockpit
001226,Thruster_Fuel,15.1,35.1,31.4,8.32,16,N/A,2563,Engine_Bay
001227,3D_Printer,27.4,15.3,43.7,9.16,30,N/A,2808,Lab
001228,Research_Samples,21.2,19.1,17.7,3.1,65,N/A,4314,Lab
001229,Communication_Device,47.7,21.2,24.9,12.59,42,N/A,4335,Crew_Quarters
001230,Cooling_System,11.3,34.5,25.4,4.95,51,N/A,4186,Power_Bay
001231,Antibiotic_Supply,11.8,44.8,27.7,7.32,10,2026-03-27,636,Lab
001232,Antibiotic_Supply,49.5,12.6,42.2,13.16,38,2026-10-09,1660,Lab
001233,Water_Bottle,11.5,30.9,10.2,1.81,39,N/A,4505,Storage_Bay
001234,Helmet_Visor,49.1,29.6,16.6,12.06,21,N/A,4321,Storage_Bay
001235,Water_Bottle,25.1,11.1,26.5,3.69,74,N/A,1075,Crew_Quarters
001236,Helmet_Visor,14.5,13.2,26.1,2.5,32,N/A,2413,Storage_Bay
001237,Protein_Bars,20.1,43.6,31.4,13.76,14,N/A,4979,Crew_Quarters
001238,Tool_Kit,25.5,18.9,22.5,8.8,4,N/A,19,Maintenance_Bay
001239,Space_Suit,48.9,26.2,45.9,29.4,94,N/A,1012,Storage_Bay
001240,Food_Packet,19.5,19.7,24.8,9.2,39,2026-03-05,55,Crew_Quarters
001241,CO2_Scrubber,43.4,40.0,24.2,21.01,72,N/A,346,Life_Support
001242,Helmet_Visor,11.7,34.6,20.3,4.11,42,N/A,1051,Crew_Quarters
001243,Asteroid_Sample_Container,15.8,14.0,25.8,7.0,84,N/A,4121,Storage_Bay
001244,LED_Work_Light,26.7,39.1,18.0,9.4,75,N/A,4613,Engineering_Bay
001245,Food_Packet,29.2,25.0,27.1,2.9,97,2025-06-22,51,Storage_Bay
001246,Antibiotic_Supply,30.5,14.6,21.6,4.81,19,2025-05-31,3401,Medical_Bay
001247,Water_Bottle,17.0,47.2,10.3,4.13,16,N/A,2356,Crew_Quarters
001248,Solar_Panel,42.3,97.5,1.8,8.1,60,N/A,4837,External_Storage
001249,Battery_Pack,19.8,28.2,29.2,8.15,28,N/A,221,External_Storage
